uid,time,text,keywords,sentiment_gpt
中國國民黨_洪孟楷,2021-07-03 14:09:04,"7月3日（六）covid-19 新增本土確診76例，病歿10例。

防疫加油、全國一命！中央地方一起同心。
不去污名、不去分化，就從我們自己做起！
政府還無法給全體國人打到合格的疫苗，就更應該團結要求政府，政府是要幫我們做事、而非我們聽政府的命令。

而這兩天都看到新北確診人數降下，敬請持續保持。相信這段時間所有新北公務同仁一定都非常努力，這是真真實實的數據，大家辛苦了！

防疫是長期抗戰，已經堅持了一個半月的台灣，絕對有能力戰勝這場戰役！

🇹🇼！台灣加油、中華民國加油！🇹🇼

＝＝＝＝
資訊來源為疫情指揮中心記者會，數據皆以公告為準。

＃一起努力戰勝疫情
＃疫苗疫苗還是疫苗
＃紓困普發現金持續反應民意努力爭取","['普發現金', '普發+紓困']",POSITIVE
中國國民黨_洪孟楷,2021-07-05 14:25:52,"「求助無門、受創最深！觀光旅遊住宿餐飲交通業者們的吶喊，政府聽見了嗎？」

疫情衝擊、影響百業！觀光旅遊住宿餐飲交通業等首當其衝，因疫情影響近乎停滯；面對疫情海嘯第一排的業者們齊聲吶喊，蔡政府還要裝沒聽到嗎？

今天與文傳會 #王育敏 主委、全國旅館同業公會名譽理事長 #張榮南、中華優質旅遊發展協會理事長 #李奇嶽 及中華民國旅行商業同業公會召集人 #陳怡璇、中華文創觀光產業發展協會理事長 #孫國華 共同召開「政府紓困不力，觀光旅遊民宿變慘業」記者會，會中提出產業面臨的諸多問題及需求，政府對於各產業的紓困應更精準的符合所需，才能真正幫助台灣觀光產業度過難關。

今年受疫情影響絕對比去年嚴重，但 #紓困沒加碼、#反而還縮水！業者申請補助卻處處碰壁，沒有救命錢、怎麼過難關？孟楷也針對產業需求，提出三個方向要求政府聽見產業聲音，不要讓產業真的變成「慘業」。

一，要求政府，特別是觀光局的主管單位交通部，應在三級警戒解除的兩個禮拜內，召開 #全國大型觀光紓困研討會議，具體將業者們遭遇的問題進行實質的討論，並提出具體補助方案，加大解封後產業反彈的力道。

二、現階段的紓困預算不分朝野都同意給錢了，第四次追加預算的4200億中，還有 #1600億沒有規劃、沒有用途；交通部必須要大力的來爭取相關產業的預算補助，行政院也需正視觀光業面臨的困境，把相關的預算費用提撥。

三、三級警戒解除後，請中央儘速提出疫苗施打優先序列的通盤考量，依疫情變化，滾動式調整讓 #觀光業者能早日排入施打的名單中；「沒有疫苗，就沒有觀光」疫苗問題才是恢復觀光產業的關鍵。

四、#扣除過去補助後普發一萬元現金！政府不是沒有錢，這一萬元不僅是民眾的紓困，更是基本的救命錢；這真的是無數國人的心聲！請蔡政府不要再閃躲，儘速普發一萬元為民眾來紓困。

認真做、用心拚！國民黨提出的主張，民進黨不要為反而反；好的政策都要滾動式檢討，聽見民意、照顧所需！更精準的紓困到我們觀旅業者，才能真正協助台灣觀光產業度過難關。

紓困比去年還少？ 藍籲加碼觀光業
https://tw.news.yahoo.com/%E7%B4%93%E5%9B%B0%E6%AF%94%E5%8E%BB%E5%B9%B4%E9%82%84%E5%B0%91-%E8%97%8D%E7%B1%B2%E5%8A%A0%E7%A2%BC%E8%A7%80%E5%85%89%E6%A5%AD-040739131.html

疫情衝擊 觀光業者籲讓相關從業人員優先打疫苗
https://www.cna.com.tw/news/aipl/202107050100.aspx","['普發+紓困', '普發+一萬']",NEGATIVE
中國國民黨_鄭麗文,2021-07-06 20:33:15,"食藥署針對署內疫苗施打的說明根本有講等於沒講，還不斷閃爍其詞、不正面回應問題! #為什麼這麼害怕?
 #為什麼不公佈疫苗接種名單?
如果疫苗施打沒有作假、沒有特權問題，
遭到質疑時，難道不該清楚的告訴大家
究竟是哪些人打了疫苗嗎? 

食藥署疫苗造冊1300多人，
(編制內人員共685人、
編制外又冒出500人)
目前已經接種了1千多人，
我們想要知道的是，
是所有編制內的685人都打滿了嗎?
編制外的這500人又是誰? 
他們負責做哪些第一線的防疫工作?
當我們看到民眾為了搶打殘劑摔的四腳朝天，憑什麼食藥署能打好打滿，還打到滿出來? #我們要求食藥署在最短時間之內公布疫苗施打名單!

另外，行政院的防疫紓困根本是杯水車薪，
我們講了很久，要求行政院凍漲夏季電價，
他們也終於答應，#但最後竟然只凍漲6月?，那7、8、9月呢? 不用開冷氣嗎?
很多產業都已經面臨無法維持下去的困境，
房租都付不出來了，還要人民付這麼貴的電價嗎？

疫情期間百業蕭條，
人民不只要擔心水電房租繳不出來，
連國內民生物資價格都在飛漲，
蔬菜、雞蛋、油價漲不停，
#人民日子真的快過不下去!
行政院應立即成立平抑物價小組，
找出通膨、民生物資飛漲的原因
基層民眾每天生死搏鬥無法出門工作、薪水領不到，
官方數字已有1萬3千多人被迫放無薪假，
而實際人數一定是好幾倍!
蔡英文總統、蘇貞昌院長 
這些百姓的生計怎麼辦？
你們有聽到人民的哀號嗎?

🔺國民黨強力要求行政院
一、凍漲整季夏季電價 不是只有六月!
二、立刻成立平抑物價小組!
三、全民普發現金紓困!

https://www.youtube.com/watch?v=u-uC5wbj5MI","['普發現金', '全民普發', '普發+紓困', '普發+1萬']",NEGATIVE
中國國民黨_江啟臣,2021-07-06 21:34:31,"蔡總統，我們與正常生活的距離，還有多遠？
#油電凍漲讓人民喘口氣

今天最新的英國經濟學人雜誌的恢復正常生活指數，距離正常生活還有多遠的評比，我們又在50個評比經濟體中倒數第二名；上週彭博發佈防疫韌性的評比，我們是倒數第十名，國際媒體的報導，戳破民進黨政府鋪天蓋地的宣傳，反應人民真實的擔憂。

正常生活遙不可及，現實的困頓卻迎面而來！

在本土疫情剛開始之際，國民黨14個執政縣市首長視訊會議時，大家最大的共識就是呼籲油電凍漲。在野黨的呼籲，民進黨政府好不容易聽進去了，卻只做了半套，僅有宣布6月凍漲，忘了疫情還沒終結。

油價連八漲，更是打了人民一巴掌。非常時期，政府卻停留在官僚的思考，如果油電不凍漲，不但虛耗紓困措施的量能，原本沒有補助的紓困孤兒更會雪上加霜。因為政府的政策錯誤，疫苗孤兒與紓困孤兒已經一堆了，這種最基本、最容易做到的油電凍漲，政府再不做，真的不把百姓的生活與生命放在心裡！

我要再次呼籲，政府應該避免油電漲價導致物價成長的情況發生。物價漲上去就回不來了，請政府行行好，讓油電凍漲，讓人民能稍微喘一口氣，政府不願意普發現金救急，起碼也要油價凍漲。因為，這是最基本的紓困！","['普發現金', '普發+紓困']",NEGATIVE
中國國民黨_洪孟楷,2021-07-07 14:28:20,"「#否決公投不在籍投票，就是 #漠視與輕忽全民共識！」

公投是全民意志之展現，遺憾的是，民進黨卻不願提出不在籍投票修法版本，根本 #限縮公投；今天國民黨團提案召開臨時會，審議公民投票部分條文修正草案，納入不在籍投票，遭民進黨多數否決；不禁要問，在野說一套、執政做一套，#民進黨還要雙標多久？

執政黨不該漠視民意、更不該懷疑台灣民主展現！這次 #公投人數達1980萬人，但現階段疫苗極度短缺、接種率又低的狀況下，中選會能保證12月就能順利投票嗎？所有的在野黨都同意推動不在籍投票，也支持召開臨時會來處哩，就是為了兼顧民眾權益及減輕國家防疫負擔；該項草案 #去年就已提出，但已躺在行政院一年多，民進黨還要有甚麼藉口？

擋疫苗、擋普篩、擋普發現金、擋不在籍投票，用國會多數粗暴地通殺，這就是民進黨面對高漲民意的辦法；反萊豬、珍愛藻礁等四項攸關台灣民主及環境的公投，是公民表達的權利，也是民主價值的展現，請民主進步黨對得起自己的黨名，不要再扯台灣民主的後腿。

認真做、用心拚！追根究底還是疫苗不足，請民進黨政府不要在糾結無意義的意識形態，務實的面對問題、讓社會恢復正常的生活就好。",['普發現金'],NEGATIVE
無黨籍-中國國民黨_林為洲,2021-07-07 14:48:22,"【民進黨意操作 公投不在籍投票遙遙無期】

今日立法院針對國民黨團提請審議「公民投票法部分條文修正草案」召開談話會，在野三黨都支持應於臨時會修法補正公投法，卻遭民進黨以人數優勢否決，在疫情未知的狀況下以人民健康為賭注，阻擋民意發聲。

民進黨為了鞏固權力，倉促修法，致使公投脫鉤，每兩年才能舉辦一次，原本全民期待可透過公投向政府表達民意，卻因民進黨政府的「#落後佈署」、#3+11造成國門漏洞、 #疫苗取得延宕(自購疫苗到貨率僅6%)，防堵疫情不力而被迫延期。蔡總統發下豪語要於7月底達到全民25%接種率，卻無實際作為。面對迅速變化的疫情， Delta變種病毒進入台灣，沒有人敢保證今年底是否可全面解封，民進黨卻不願意超前部署，完善公投配套措施。

#反萊豬、 #護藻礁 等公投案皆為攸關人民健康、民生、環保議題的重大議案，卻因民進黨的防疫不力、施政無能，難道就要被剝奪人民的權利嗎？其他國家在疫情下仍可透過不在籍、移轉投票、電子投票等方式，讓人民表達對於國家重大議題的意見，民進黨政府卻沒有辦法兼顧防疫與人民的基本權益嗎？

身為反萊豬公投領銜人，無法接受民進黨政府拒絕對公民的投票權做超前佈署，無法預設疫情的發展，就應提前規劃，讓人民能維持基本的權益，國際上不在籍投票早已是常態，若蔡政府害怕民意就直說，不要透過阻擋公投法修訂變相阻止人民發聲。也請蔡政府在防疫上多盡點心力，不要再因自身施政無能，放任疫情剝奪人民權利，任由萊豬傷害民眾健康。

在野黨對公投法修訂不在籍投票都持支持與開放討論的態度，甚至表明執政黨若對通訊投票有疑慮，也可先以其他部分，例如：「轉移投票」等為討論重點，且原行政院就已於一年多前收到中選會提出之「不在籍投票草案」了，故應盡快啟動修法程序，不應循個事由便寸步不進，罔顧人民權利。

不禁想問持反對意見的執政黨立委們，你們到底是人民的民意代表，還是民進黨的民意代表呢？

#公投法 #不在籍投票
#民進黨擋民意 #擋公投 #擋疫苗 #擋紓困普發現金

林為洲服務團隊","['普發現金', '普發+紓困']",NEGATIVE
中國國民黨_鄭麗文,2021-07-08 12:20:54,"【疫情下舉行選舉，怎麼做不到？】

南韓、新加坡都是在新冠肺炎疫情下舉行全國選舉的國家。貼心完備的防疫制度讓他們重大的國家活動沒有停擺，甚至交出亮眼的成績單。韓國、新加坡沒有因為疫情而退步，#這是防疫的韌性！

南韓🇰🇷2020.04.15國會大選
1️⃣在投票當天，為了確保公眾衛生，必須用洗手液清潔雙手後，戴上口罩和一次性塑膠手套才能進入投票所內
2️⃣人與人間要維持一公尺的距離
在進入投票所前也要先量體溫
（超過攝氏 37.5度的民眾會被安排在另外的投票攤位投票‼️）

✅居家隔離者如果想要投票，必須在官員陪同下前往投票所，待投票截止時間（晚上6點後）才能進入投票
✅確診新冠肺炎住院者，採用信件投票
✅輕症者事先投票，與一般選民投票時間錯開
✅全國設14000個投票所，並派軍人駐守
✅提前投票於4/10、11號進行，可在指定的3508個投票所投票
✅重疫區的醫護人員設有8個特別投票所

新加坡🇸🇬2020.07.10國會大選
1️⃣投票所會量測投票選民體溫，戴上一次性塑膠手套（體溫達到攝氏37.5度以上將不被允許進入投票所，但這類選民可在晚上7-8時的特別時段回到投票所投票‼️）

2️⃣候選人要下載手機應用程式SafeEntry訪客登記系統，追蹤行動軌跡

3️⃣負責選舉事務官員座位、選民都要保持一公尺的社交安全距離

✅年長者優先上午投票
✅在家履行「居家通知」者可在投票日晚上7-8點的特別時段投票，投完票後就得馬上回家
✅在飯店等指定場所履行「居家通知」者，可以在客房內完成投票
（選務人員會將選票送到個別選民所在的房間，投入票箱後，再由選務人員帶走。）
✅投票所也從880個增加到1100個
❌確診者與正在隔離的選民無法投票。

南韓、新加坡政府都能做到
在疫情期間讓人民安全、順利的完成投票，
反觀我們的蔡政府卻只是雙手一攤，什麼也沒做！
不在籍投票早在去年五月就送到行政院，
中選會副主委陳朝建也曾在立法院公開承諾
828公投就可以實施不在籍投票，
卻因為民進黨的怠惰、阻撓，
至今仍無法有完備的制度，
進而導致今天828公投被迫延期!
民進黨的政治算計
已經讓台灣變成民主落後的國家!

#民主進步擋
#不要擋疫苗擋普篩擋普發現金
#現在還要擋不在籍投票入法",['普發現金'],NEGATIVE
中國國民黨_洪孟楷,2021-07-08 13:21:55,"三級警戒再延長，「防疫標準明確、疫苗到位量落實、全民紓困救命金」三點要求政府一定要做到位。

因應三級警戒再延長至7/26，雖然有部分鬆綁，但警戒延長是事實，代表台灣即將面臨兩個半月的警戒期，防疫絕對優先，但有三點要求更要代表民意緊盯政府要做到位，才能讓國人安心配合防疫。

第一、三級警戒微鬆綁，之後如果因為疫情再升溫，恢復三級警戒的標準為何？又或者疫情越趨控制，降級為二級的標準為何？CDC請明白地解釋清楚，才不會遇到變化又多頭馬車，也不會讓各縣市政府無規則可循。

第二、六月底前疫苗到兩千萬劑已經破功，連帶讓國人無法順利施打提升集體保護力。現在三級警戒延長到7/26，請政府向國人說明，依照合約掌握狀況，到7/26前有把握到貨多少疫苗？蔡英文總統所說的兩成五疫苗施打率能否達成！達不成誰該負責？

國人對民進黨政府已經太多的寬容和忍受，三級警戒兩個半月，如果所有高官仍然好官我自為之，代表沒有人需要為此負責？這樣合理嗎！

第三、請扣除已補助族群後普發全民紓困救命金。即便要微解封，還是有許多行業受限無法恢復，且民眾仍處觀望、消費意願不高情況下，有多少人能夠再撐兩個禮拜？政府請聽見民眾的吶喊，扣除已獲補助的族群後普發紓困救命金；南韓政府上週通過普發每人6000多元台幣，中華民國政府也該盤點還剩餘的預算，給予國人最直接的幫助和活水。

以上三點，需要政府正視，更是這段時間聽到太多鄉親的心聲彙整，防疫不分黨派，配合防疫人人都願意，但政府不能只要求、不協助，「防疫標準明確、疫苗到貨落實、普發全民紓困救命金」，才能真正讓國人感受政府同在，也才能真正讓民眾安心配合防疫。

＃防疫優先重於一切絕對支持
＃一味處罰或要求違反人性
＃普發全民紓困救命金才能真正救急
＃讓民眾安心配合防疫","['普發+紓困', '普發+6000']",NEGATIVE
無黨籍-中國國民黨_林為洲,2021-07-09 11:24:14,"【微解封 振興經濟要跟上】

疫情三級警戒延長到七月底，民生、經濟將會持續受衝擊，疫苗施打覆蓋率過低、紓困方案遲遲未到位，再次聲明我們的主張

✅普發現金一萬元
(👉未領到紓困4.0任何補助及補助未滿一萬者)
✅八月底前取得3000萬劑國際認證的疫苗
(👉讓全民都能儘速施打)

英國《經濟學人》觀察全球五十大經濟體，在今年7月針對疫情提出全球正常指數(normalcy index)排名，距離回歸新冠肺炎疫情前的「正常生活」，台灣排名倒數第二，意味著我國不僅在疫苗的取得及施打都必須再加把勁，經濟復甦也要盡快超前部署

我國紓困振興特別預算上限8400億，目前還有1600億尚未編列用途，應再研議 #增購疫苗，因應變種病毒，可能需要施打第三劑或混打才能提高保護力，3千萬劑疫苗約需150億，僅佔其中一部分。而行政院聲稱紓困4.0精進方案，受惠人數從原先預估的730萬增至820萬人，但整體而言，全民仍有一半以上 #沒有實際領到紓困補助，掛一漏萬，就算看似符合資格的行業，還需要想方設法舉證才有機會領取，且審核速度慢、緩不濟急。

根據統計，截至110年4月我國健保人數約2391萬人、勞保人數約1064萬人、就業保險人數約711萬人、職業工會勞保人數約206萬人、國保人數約311萬人、農保人數約103萬人、公保人數約59萬人，其中國保、僅有健保未有其他保險、以及部分勞保的民眾，皆不在這次的紓困補助方案內，針對受影響卻未能領取任何補助的民眾，包含一般上班族、家庭主婦等，不管是減班、業績下滑、生意受影響，或是為了疫情購買口罩、酒精等防疫物資、因應居家上班上課的額外支出，對民眾來說都是一筆預期外的費用負擔。

所有人都因為新冠疫情而受影響，行政院應檢討並提出新的紓困及振興方案，照顧到每一位需要幫助的國民，才能在微解封後，持續刺激消費、復甦經濟！

林為洲服務團隊

#微解封
#我們要疫苗
#振興經濟要配套
#民眾生計要照顧","['普發現金', '普發+紓困', '普發+1萬', '普發+一萬']",NEGATIVE
中國國民黨_洪孟楷,2021-07-09 17:08:06,"沒有微解封、只有未解封！懇請中央普發現金，讓國人救急救命！

因應三級警戒再延長，中央雖然訂出微解封細節，但防疫優先且疫苗數仍然不足，各縣市政府「逆時中」的規定更加嚴格，包括室內仍然不開放內用，公共運動場館、電影院等也尚未開放。代表人命關天，各地沒有微解封、只能繼續未解封。最直接衝擊就是快要過活不了的業者及從業人員。疫苗不足、疫情不止、解封不行，再一次為全民請命，懇請中央考慮普發最即時的現金紓困，給國人救急救命的活下去的機會！

從五月三級警戒以來，臉書私訊就有經濟問題的民眾尋求協助，而觀察進入七月後，更是成倍數的增加，尤其紓困4.0方案出來，因為看得見、領不到，沒一個辦法適用，更成為壓垮許多民眾的最後一根稻草。「活不下去！」、「看不見明天！」、「逼我們上絕路？」要提醒政府，這些字句都是警訊！如果真的還不重視，可能接踵而來的家庭悲劇或是社會問題將會倍增，實在不得不防！

扣除已領補助後普發現金，給國人救急救命、喘息的救命錢，這才是政府應該在最急迫時伸出的援手。三級警戒第四次延長的此時，且各地仍不敢解封的狀態，實在已經到了最後的時機，再不出手，真的就是官逼民反！紓困不是沒錢，民進黨政府別成為抱著鈔票伸不出手拉人民一把的路人甲，別忘記，你們抱的鈔票都是人民的納稅錢！

再重申一次，各地因為疫苗施打不夠不敢貿然開放室內用餐，這是勇敢的逆時鐘。普發現金救急救命，才是現在中央政府應該要勇敢做的事情。

＃紓困不分黨派請中央真的放下成見聽聽民眾微弱的吶喊","['普發現金', '普發+紓困']",NEGATIVE
無黨籍-中國國民黨_林為洲,2021-07-10 23:30:21,"你紓困到了嗎？

這次通過的防疫紓困特別條例，總共有八千四百億，
目前尚有1600億未編列項目。

我將提案建議：
1，再編150億左右，盡快購買對抗變種病毒的第三劑疫苗，總數約3000萬劑。
2，普發現金一萬元，給還沒領到任何紓困金的民眾。其中，尤其是保就業保險的勞工（也就是一般有僱主的勞工）約700萬民眾，以及，保國民保險的約300萬民眾，優先發放，總金額1000億。

其餘做為預備金準備。

疫情來襲，每個人都受影響，只有普發，才能及時，才不擾民，才不會掛漏。

紓困不只是紓困，它幫國人積蓄能量，對抗難測的疫情，確保基本的生活所需，

讓台灣能夠平安渡過難關。","['普發現金', '普發+紓困', '普發+一萬']",POSITIVE
中國國民黨_林奕華,2021-07-12 17:38:15,"🔆#快來領補助！奕華成功爭取薪資下滑達2成勞工 發給1萬元生活補貼🔆

🔺感謝勞動部認同奕華提案發給勞工1萬元生活補貼，今(7/12)日開始針對5、6月薪資下滑達2成的受僱勞工將開放第一梯次登記，預估有80萬人受惠。

🔺因政府未了解各別細部之差異，仍以產業別為分類，造成紓困4.0政策多有遺漏，不但不公平且亦無法協助多數人度過疫情難關。

🔺此項政策雖離普發一萬元現金還有一段距離，但仍希望政府苦民所苦，持續滾動式修正，讓民眾可以真正感受到紓困及時雨！

🔴5月薪資減少2成者：今日(7/12)開始登記
🔴6月薪資減少2成者：7/23開始登記
🔗登記網址：
https://mol-10000.wda.gov.tw/
🔍更多詳情：
https://www.mol.gov.tw/topic/44761/48532/?roleL1=51515","['普發+紓困', '普發+10000', '普發+1萬', '普發+一萬']",POSITIVE
無黨籍-中國國民黨_林為洲,2021-07-13 13:36:44,"【失業率創新高 紓困政策令人乾瞪眼】

主計總處公布5月失業率，創102年12月迄今單月新高，失業率飆升至4.11%，失業人數達48.9萬人，較三級警戒前的4月份人數上升12%，其中因公司歇業、財務緊縮等非自願離職者增加5.6萬人，就業人數減少超過1%，可想而知疫情持續衝擊下，加上7月畢業季有約28萬名新鮮人將投入職場，恐使下半年失業率再上升。

但無論從勞動部提出之「充電再出發訓練計畫」、「安心就業計畫」、「安心即時上工計畫」等紓困計畫可見僧多粥少現象，以紓困1-3.0為例，申請者共有約11.6萬人，先不說核可人數更少，光是比較5月份失業人數48.9萬人，就另有約76%的民眾尚待照顧。

而勞動部現再推出新紓困計畫，於7/12開放「安穩雇用計畫」之申請，但其內容為：「雇主接受就業服務中心推薦並僱用失業勞工者，雇主可獲得僱用獎助，4個月最高獎助3萬元，而受雇勞工同樣可獲得就業獎勵，最高補貼2萬元。」且其中不包含被大量解雇之單位員工。

在疫情尚未結束、三級警戒仍持續的狀況下，以經濟部發布「當前經濟情勢概況」即可見餐飲負成長19.1%，月減23.7%，另有觀光旅遊業、美髮美容業、零售業、娛樂休閒業....等族多不及備載的被疫情影響之產業，在基本生計都無法運營的狀況下，上述方案遠水救不了近火。

且考量疫苗進口緩慢、病毒變化迅速，與疫情共存將是未來日常生活，因此針對困頓產業提供輔導轉型、商業諮詢等，例如服務諮詢、藝文展覽等線上化，甚至開發特定產業平台供業者尚架商品，皆為政府應「超前佈署」的。

綜上可見紓困政策不踏實，且紓困補助依然有人看得到吃不到，因此在疫苗覆蓋率未達6-7成，無法全面解封使產業復甦的狀態下，應以「全民普發現金一萬元」的概念，為全民救急。並政府應提出後疫情時代對策，在即時救急與長期經濟發展的搭配下規劃政策，無論是快速的即時上工，或是長遠的轉型產業穩定、中小企業輔導、就業訓練方向等等，都需納入全盤考量。

【聲明】五月份失業率飆升、七月份畢業季將至 政府應正面迎戰 https://www.civilmedia.tw/archives/103140

5月失業率創9年同期新高　住宿餐飲衝擊最大！12.6萬人慘失工作 https://tw.appledaily.com/life/20210706/ZZNVQQU6O5GPDNTOVL5PU7URV4/

#失業創新高 #紓困計畫不踏實 #紓困補助不全面 
#全民普發現金 #輔導產業轉型 #提供商業諮詢

林為洲服務團隊","['普發現金', '全民普發', '普發+紓困', '普發+一萬']",NEGATIVE
中國國民黨_江啟臣,2021-07-15 13:37:37,"再一次「綠手遮天」！民進黨擋夠了沒！

昨日NCC決議，否准中天電視申請「中天綜合台」營運計畫擬製播新聞節目的規畫變更案；否決了中天綜合台新增製播三節新聞以及於週間黃金時段製播新聞性政論節目的變更案，不到一年，連續封殺中天兩次，民主進步黨真的是越來越不民主，越來越不進步，擋民間採購疫苗、擋普發現金，現在繼續擋新聞自由，擋多元聲音，民進黨，到底擋夠了沒！

去年中天新聞台換照風波剛起時，國民黨作為在野黨，第一個起身相挺、捍衛中天，我們在乎的不只是一間電視台的存廢，更是中華民國做為民主國家，歷經幾十年努力、奮鬥所累積出來的新聞自由以及不同的意見。讓每一種聲音都能夠有自由傳播的可能，讓每一個人民能免於恐懼的發表意見，這才是我們要捍衛到底的。

然而，很遺憾地昨天NCC的決議，二次封殺了台灣的媒體自由，再一次的踐踏了我們對於民主的價值以及自由的信仰，我不禁想問，這一次NCC的否決案，到底是NCC委員的「超然獨立」還是又是一次府院黨聯手的「綠手遮天」？

NCC否決的理由更是令人啼笑皆非

NCC的第一個理由是中天綜合台在當時換照時，NCC要求「其營運計畫應與新聞台及娛樂台內容規劃有所區隔。」，問題是NCC去年先是把新聞台關掉，又回過頭以109年中天綜合台換照時的但書，要求中天要讓綜合台跟新聞台有所區隔，新聞台已經被關，要如何作出區隔？

這種自相矛盾的結論，NCC自己都不會覺得奇怪嗎？更遑論現有電視台，不只一家同類型的電視台再製播三節新聞，NCC會不會雙標的太明顯！

其次，NCC的另一個理由是「仍難以防止「公司大股東」介入新聞製播及落實新聞專業自主。」，我要請NCC用同樣的標準看看其他電視台，是不是沒有這樣的情形，是不是一樣難以防止大股東介入，如果都一樣，憑什麼只有中天不行，這不僅又是一次標準民進黨式雙標，更是再一次政治力干預媒體的國際笑話！

我要嚴正地提醒民進黨，擋的了一時，擋不了一世！你越是想要掩蓋多元的聲音，越想要封殺在野的意見，越是將自己的專制、顢頇展露無遺；你越是想要干預媒體自由，越是將自己的自卑、怯懦詔告天下，把做為民主國家應該有的自由、多元還給人民，民進黨，放過台灣人吧！",['普發現金'],NEGATIVE
中國國民黨_馬文君,2021-07-16 09:26:03,"【鬆綁疫苗  普發一萬】

這個疫情，政府要花掉人民
「8400億」的錢，
每個人發一萬，不多，
卻是人民的救命錢！
政府不要見死不救！",['普發+一萬'],NEGATIVE
中國國民黨_江啟臣,2021-07-16 20:42:35,"紓困振興十萬火急！只有政院覺得還太早！

新冠疫情5月爆發至今，已經超過2個月，全民經濟受困，急待政府紓困。

許多地方首長不分朝野，都表達應該規劃，應該討論，只有行政院認為現在討論還太早。

6月時，民進黨政府被批評「坐在冷氣房，看數字」。

此時，民進黨政府是「坐在冷氣房，連數字都不看」。

行政院吹冷氣的高官應該看看這3個數字！

4.11%、48.9萬、3.1萬

4.11% 是主計總處最新公布 5月份的失業率，這是7年來的最高點，6月份緊接的畢業潮，現在可能更是嚴重。

48.9萬是最新的失業人口數，48.9萬人失業背後可能都是一個家庭主要的經濟來源，失業帶來的經濟困頓，恐將拖垮一個家庭。

3.1萬是7月的無薪假人數，達到11年來的新高。

這三個數字，政府看了應該要知道，現在紓困要加快腳步，振興經濟要立刻規劃。

立法院審查通過8400億元紓困預算，必須是全民的救命錢，已經用掉6800億元，是人民無感的政策。

目前還剩下1600億元，民進黨政府應該普發現金，讓劇烈的經濟衝擊，降到最低。","['普發現金', '普發+紓困', '普發+1萬']",NEGATIVE
無黨籍-中國國民黨_林為洲,2021-07-16 22:07:18,"紓困振興不要再慢半拍，好嗎？

購買疫苗慢半拍，
入境普篩慢半拍，
檢驗能量慢半拍，
救命神器慢半拍，
疫苗混打慢半拍，
輕症醫院慢半拍，
自主快篩慢半拍，
.
.
.
賸餘的1605億特別預算，給你們編紓困振興，送立法院還要一個月審查，

不要再慢半拍了。

#紓困普發
#振興普發",['普發+紓困'],NEGATIVE
中國國民黨_萬美玲,2021-07-17 16:57:29,"勞動部最新公布，截至7/15全台實施無薪假的事業單位有2704家，共計31980人，相較7/7短短一個禮拜就增加821家、10847人，創下自去年疫情以來的新高，家數比金融海嘯時還要嚴重！

三萬多人無薪可領，也代表著有三萬多個家庭面臨經濟困頓無法溫飽，人民沒有薪水可以領，沒有紓困可申請，又沒有疫苗可以打，只怕未來情況會越來越糟。

我主張政府應該立刻普發一萬元現金救急，並立即研擬，未來如何針對這些被放無薪假的人，以及受疫情衝擊影響的產業，提出振興補償的方案。","['普發+紓困', '普發+一萬']",NEGATIVE
台灣民眾黨_蔡壁如,2021-07-18 10:00:21,"#現金紓困何必發券
#防疫基本收入

五月失業率突破4%，創下近七年新高，防疫三級解封日一延再延，依照目前疫苗施打速度，最快十月底才會群體免疫、明年2月開放邊境。恐怕民眾還要繼續苦下去，特別是地下經濟黑數的邊緣族群，身陷更大危機。

這幾天，台南市長黃偉哲和嘉義市長黃敏惠都支持普發「消費券」，在yahoo網路民調獲得多數支持。蘇貞昌院長則趁機推銷去年「三倍券」有99%的參與。

國民黨要發消費券，民進黨要發三倍券，兩種券都沒有「現金」來得「直接、方便、快速」。2009年馬政府振興券，行政成本高、效益有限。2020年蔡政府三倍券，手續繁瑣、面額固定、用途受限難用。兩種券都是發行成本高、效益不如預期，不如「現金直接匯入帳戶」來得直接、方便、快速，又可節省行政成本。 

根本的差別是，無論是消費券和三倍券，都是政府為了經濟數據強迫消費振興，但現階段，許多人都快要活不下去，民眾需要的是用途廣泛的現金，是防疫閉鎖下的紓困。嘉義縣長翁章梁也認同現階段發現金，和我看法相近。

全國民眾這一年半以來，「同島一命」共同配合政府防疫，在防疫期間每個人都應該領到現金來度過難關，用「全民防疫基本收入」，來保障每位國民的生存權。

立法院六月臨時會討論防疫4.0特別預算時，一些民進黨立委也呼應在野黨的普發現金，執政黨中央的黨意卻扼殺了民意。這次由地方首長喊出發消費券或發現金，是在地方生活才能體會，草根基層民眾的真實處境，請行政院不要在冷氣房裡防疫，認真考慮防疫基本收入！","['普發現金', '普發+紓困']",POSITIVE
中國國民黨_魯明哲,2021-07-18 13:33:52,"#普發現金成共識
#這次給現金就好

普發現金藍綠都有支持聲音，不管叫振興券或紓困券都OK，但這次請直接""發現金""就好!!不要再弄""幾倍券?""還要讓大家先付費。

#別再浪費印刷費了","['普發現金', '普發+紓困']",POSITIVE
